"hour","datetime","funny_total","funny_online","askscience_total","askscience_online","TodayILearned_total","TodayILearned_online","gonewild_total","gonewild_online","firstworldanarchists_total","firstworldanarchists_online","buildapc_total","buildapc_online","dataisbeautiful_total","dataisbeautiful_online","calvinandhobbes_total","calvinandhobbes_online","sixworldstories_total","sixworldstories_online","ExplainLikeIAmA_total","ExplainLikeIAmA_online"
"2543","4/16 23:0","5749529","25048","2390307","2270","5449135","8692","586959","3229","200003","90","195004","717","171683","157","78359","46","19830","27","87139","270"
"2544","4/17 0:0","5749858","26083","2390665","2024","5449515","7481","586979","3131","200011","77","195016","598","171701","174","78359","57","19829","26","87143","340"
"2545","4/17 1:0","5750197","30029","2391042","1930","5449894","7820","586993","2912","200019","76","195026","589","171733","185","78359","37","19831","30","87145","413"
"2546","4/17 2:0","5750491","41020","2391370","1769","5450230","7817","587023","3260","200023","89","195027","618","171760","180","78361","37","19833","28","87157","516"
"2547","4/17 3:0","5750830","25529","2391726","1602","5450602","7113","587054","3588","200024","75","195035","627","171777","167","78361","35","19836","31","87168","632"
"2548","4/17 4:0","5751194","23022","2392115","1510","5450981","6086","587079","3801","200029","62","195046","539","171790","204","78363","40","19838","21","87179","691"
"2549","4/17 5:0","5751483","19769","2392414","1331","5451277","7273","587106","3364","200035","66","195052","458","171801","201","78364","34","19839","29","87185","583"
"2550","4/17 6:0","5751714","16024","2392657","1094","5451523","9853","587136","2989","200040","72","195061","390","171818","167","78365","35","19841","23","87191","474"
"2551","4/17 7:0","5751950","12392","2392890","902","5451756","7611","587164","2389","200050","68","195072","343","171827","149","78367","21","19841","11","87193","326"
"2552","4/17 8:0","5752130","10078","2393077","775","5451948","5802","587187","1860","200052","52","195076","265","171835","117","78369","11","19841","19","87195","260"
"2553","4/17 9:0","5752320","8727","2393282","663","5452163","4299","587200","1435","200056","50","195085","257","171839","120","78371","15","19842","8","87198","243"
"2554","4/17 10:0","5752547","8415","2393521","650","5452398","4248","587218","1393","200056","45","195085","234","171840","124","78371","12","19842","9","87203","250"
"2555","4/17 11:0","5752786","10112","2393759","720","5452646","5479","587227","1740","200064","50","195082","286","171843","141","78371","12","19842","10","87207","271"
"2556","4/17 12:0","5753066","11782","2394046","889","5452939","9185","587241","2121","200064","59","195082","398","171852","160","78371","15","19843","13","87208","317"
"2557","4/17 13:0","5753335","14023","2394340","2527","5453238","7538","587259","2417","200062","64","195088","422","171857","197","78371","11","19844","14","87213","385"
"2558","4/17 14:0","5753580","13160","2394590","4182","5453491","8062","587282","2624","200066","91","195096","562","171867","224","78372","19","19845","23","87220","531"
"2559","4/17 15:0","5753845","13870","2394889","4564","5453761","6534","587295","2856","200065","110","195100","619","171878","252","78370","30","19846","14","87226","403"
"2560","4/17 16:0","5754164","17276","2395213","4366","5454091","6353","587311","2713","200073","120","195100","701","171893","406","78369","36","19846","25","87222","159"
"2561","4/17 17:0","5754503","19635","2395570","3422","5454445","6537","587328","2738","200082","122","195105","932","171902","348","78369","40","19846","16","87220","135"
"2562","4/17 18:0","5754857","20316","2395925","3005","5454804","7024","587348","2568","200089","145","195109","872","171916","326","78368","32","19846","19","87224","111"
"2563","4/17 19:0","5755190","21496","2396266","2706","5455148","8075","587366","2513","200092","135","195117","877","171928","299","78370","33","19846","22","87225","94"
"2564","4/17 20:0","5755521","20803","2396607","2380","5455493","7253","587387","2628","200097","161","195128","880","171939","264","78374","26","19847","25","87227","93"
"2565","4/17 21:0","5755867","22336","2396965","2524","5455843","7325","587397","2858","200106","132","195133","765","171947","258","78376","41","19843","28","87227","126"
"2566","4/17 22:0","5756272","25544","2397400","2155","5456269","9459","587407","3046","200107","142","195145","751","171961","244","78377","30","19845","27","87229","107"
"2567","4/17 23:0","5756607","26839","2397739","2057","5456627","9189","587441","3054","200109","128","195149","707","171974","229","78378","25","19846","23","87226","98"
"2568","4/18 0:0","5756937","21882","2398068","1913","5456971","8335","587474","2965","200115","112","195158","696","171985","218","78378","18","19848","15","87230","103"
"2569","4/18 1:0","5757292","24297","2398428","1760","5457342","7527","587498","2862","200118","152","195166","637","171994","198","78382","24","19851","25","87232","91"
"2570","4/18 2:0","5757660","27816","2398796","1604","5457730","7478","587518","3224","200122","136","195166","639","171998","196","78382","35","19852","20","87233","78"
"2571","4/18 3:0","5758007","23878","2399155","1731","5458098","7615","587545","3541","200138","164","195177","670","172014","208","78383","32","19852","26","87237","98"
"2572","4/18 4:0","5758309","21340","2399487","1661","5458445","6180","587587","3673","200143","193","195181","755","172028","146","78386","45","19854","26","87238","79"
"2573","4/18 5:0","5758697","18894","2399883","1395","5458842","6026","587608","3502","200155","241","195186","604","172040","132","78385","56","19854","20","87239","61"
"2574","4/18 6:0","5759021","14216","2400221","1333","5459186","6297","587639","3003","200159","168","195190","494","172044","95","78389","50","19855","15","87240","63"
"2575","4/18 7:0","5759320","11452","2400551","1167","5459506","4316","587664","2601","200165","152","195198","432","172053","89","78388","40","19855","15","87239","64"
"2576","4/18 8:0","5759520","9741","2400771","1105","5459720","3378","587681","2186","200166","128","195203","365","172056","71","78388","17","19857","13","87237","37"
"2577","4/18 9:0","5759772","8879","2401054","881","5459994","2966","587691","1807","200174","110","195209","329","172061","47","78388","23","19857","13","87238","35"
"2578","4/18 10:0","5759927","8189","2401210","819","5460158","2779","587701","1644","200174","115","195211","293","172063","71","78389","21","19857","10","87239","48"
"2579","4/18 11:0","5760066","9150","2401378","832","5460318","3188","587696","1939","200180","118","195213","339","172068","75","78390","19","19857","15","87238","49"
"2580","4/18 12:0","5760253","11386","2401580","941","5460521","4426","587703","2397","200186","149","195219","439","172074","115","78390","21","19857","10","87240","46"
"2581","4/18 13:0","5760474","12591","2401824","1478","5460757","9133","587715","2857","200186","146","195221","526","172080","138","78390","35","19857","12","87241","75"
"2582","4/18 14:0","5760734","13018","2402102","1673","5461032","8573","587729","3049","200193","178","195224","720","172086","132","78391","37","19857","19","87239","78"
"2583","4/18 15:0","5761038","14507","2402410","1822","5461332","8539","587736","3106","200198","346","195229","843","172100","272","78393","46","19856","17","87238","77"
"2584","4/18 16:0","5761365","21449","2402764","1781","5461685","8503","587744","2950","200209","646","195232","881","172115","330","78396","46","19856","22","87235","92"
"2585","4/18 17:0","5761713","21995","2403127","1700","5462050","7866","587751","2718","200218","669","195234","860","172129","354","78395","34","19857","4","87234","79"
"2586","4/18 18:0","5762074","22265","2403525","1527","5462436","8299","587757","2810","200227","573","195242","916","172135","316","78397","44","19857","25","87234","73"
"2587","4/18 19:0","5762426","23662","2403901","1443","5462830","10176","587760","2641","200233","500","195257","908","172141","323","78398","30","19858","18","87233","70"
"2588","4/18 20:0","5762893","20963","2404369","1374","5463305","10231","587776","2717","200245","547","195267","884","172147","293","78400","26","19858","17","87235","89"
"2589","4/18 21:0","5763326","21055","2404809","1267","5463746","9598","587787","2782","200257","428","195265","847","172153","298","78400","35","19858","20","87233","75"
"2590","4/18 22:0","5763680","22344","2405173","1206","5464118","9309","587818","2786","200264","412","195270","815","172165","474","78402","20","19859","18","87235","66"
"2591","4/18 23:0","5764024","20646","2405534","1085","5464490","7938","587848","2794","200272","290","195278","758","172169","299","78404","27","19860","15","87236","78"
"2592","4/19 0:0","5764362","21319","2405908","1025","5464856","9515","587868","2551","200275","205","195281","728","172177","275","78405","21","19859","22","87236","66"
"2593","4/19 1:0","5764650","17817","2406218","945","5465172","10121","587898","2417","200284","197","195286","755","172184","232","78407","10","19860","20","87236","66"
"2594","4/19 2:0","5764957","20260","2406518","962","5465480","8641","587902","2622","200296","164","195295","851","172188","235","78406","16","19861","16","87235","70"
"2595","4/19 3:0","5765239","18734","2406815","1131","5465767","7900","587927","3093","200300","155","195308","983","172198","257","78408","18","19862","25","87237","63"
"2596","4/19 4:0","5765604","17849","2407176","1223","5466133","6709","587943","3306","200304","122","195314","845","172202","230","78410","19","19861","14","87239","57"
"2597","4/19 5:0","5765965","16113","2407525","1443","5466490","5922","587974","3045","200312","99","195322","772","172218","237","78412","11","19863","20","87242","59"
"2598","4/19 6:0","5766307","14029","2407851","2212","5466822","5681","588004","2849","200318","90","195325","604","172219","191","78411","17","19867","13","87240","42"
"2599","4/19 7:0","5766631","12614","2408174","1946","5467142","5047","588032","2492","200322","61","195329","539","172223","163","78411","8","19866","11","87240","37"
"2600","4/19 8:0","5766920","10619","2408470","1543","5467436","4850","588051","2132","200333","52","195332","481","172228","178","78412","12","19866","12","87244","32"
"2601","4/19 9:0","5767107","8518","2408654","1335","5467628","4736","588078","1849","200336","49","195334","440","172233","199","78413","20","19866","12","87246","26"
"2602","4/19 10:0","5767271","7796","2408829","1253","5467806","4078","588091","1563","200338","63","195338","365","172239","167","78414","14","19865","14","87247","35"
"2603","4/19 11:0","5767409","7770","2408970","1259","5467944","3395","588100","1601","200341","42","195343","401","172245","175","78414","11","19865","7","87248","44"
"2604","4/19 12:0","5767586","9339","2409149","1431","5468121","3715","588111","1890","200343","47","195344","448","172246","234","78414","25","19865","9","87249","29"
"2605","4/19 13:0","5767759","12085","2409332","1641","5468304","4598","588129","2420","200343","65","195347","581","172251","267","78415","13","19865","13","87251","33"
"2606","4/19 14:0","5767978","19041","2409565","1956","5468536","4954","588137","3026","200345","167","195356","699","172259","357","78414","30","19864","12","87253","63"
"2607","4/19 15:0","5768203","17470","2409815","2231","5468781","5734","588145","3255","200351","298","195363","952","172272","365","78415","29","19864","20","87252","47"
"2608","4/19 16:0","5768464","17489","2410084","1951","5469050","8477","588167","3129","200364","330","195367","1244","172281","349","78416","38","19863","13","87253","67"
"2609","4/19 17:0","5768786","19131","2410404","1821","5469373","12336","588192","3037","200371","258","195377","1265","172287","346","78418","38","19862","20","87257","88"
"2610","4/19 18:0","5769107","18895","2410736","1814","5469704","13220","588216","2804","200378","209","195385","1154","172305","330","78419","36","19861","19","87260","95"
"2611","4/19 19:0","5769441","24684","2411083","1640","5470049","12961","588225","2628","200386","171","195398","1034","172312","229","78419","39","19862","12","87262","105"
"2612","4/19 20:0","5769775","23896","2411447","1771","5470419","11043","588227","2517","200398","163","195403","1007","172321","251","78423","48","19861","11","87263","98"
"2613","4/19 21:0","5770119","21951","2411818","2442","5470785","10220","588238","2696","200411","138","195422","942","172359","291","78423","31","19862","17","87264","98"
"2614","4/19 22:0","5770407","19919","2412126","3414","5471107","9494","588258","2819","200429","109","195432","861","172417","295","78425","28","19861","12","87267","63"
"2615","4/19 23:0","5770727","25777","2412490","2821","5471456","9265","588281","2709","200438","110","195446","891","172444","232","78425","23","19862","18","87267","92"
"2616","4/20 0:0","5771020","22404","2412805","2709","5471767","9013","588306","2556","200450","122","195456","804","172465","275","78424","23","19862","15","87269","73"
"2617","4/20 1:0","5771344","19822","2413160","2414","5472140","9828","588325","2500","200452","85","195462","754","172481","316","78424","34","19862","18","87269","74"
"2618","4/20 2:0","5771693","25165","2413514","2393","5472497","8955","588356","2482","200458","101","195470","746","172496","397","78424","34","19862","15","87266","78"
"2619","4/20 3:0","5771999","22099","2413864","2274","5472820","11439","588370","2627","200471","85","195480","695","172514","434","78425","27","19864","18","87266","75"
"2620","4/20 4:0","5772272","19936","2414167","2131","5473120","11286","588383","3037","200486","87","195497","697","172528","375","78429","22","19865","19","87269","81"
"2621","4/20 5:0","5772590","20683","2414516","1769","5473471","8829","588418","3112","200500","120","195507","654","172550","352","78430","26","19863","19","87269","66"
"2622","4/20 6:0","5772856","22323","2414781","1421","5473753","6452","588436","2885","200502","160","195508","513","172565","342","78431","32","19864","24","87271","61"
"2623","4/20 7:0","5773151","18596","2415099","1186","5474076","5567","588471","2500","200506","150","195513","427","172576","400","78430","22","19862","16","87269","50"
"2625","4/20 9:0","5773560","11960","2415543","925","5474527","3946","588496","1834","200515","106","195526","325","172595","329","78430","12","19862","7","87267","30"
"2626","4/20 10:0","5773749","10877","2415759","802","5474735","3554","588507","1560","200517","86","195533","317","172604","319","78433","10","19863","3","87270","38"
"2627","4/20 11:0","5773929","10015","2415953","735","5474922","3544","588515","1487","200522","70","195538","287","172606","293","78434","12","19863","11","87270","21"
"2628","4/20 12:0","5774087","11811","2416127","767","5475101","3968","588520","1838","200522","83","195543","384","172612","231","78434","10","19863","6","87271","34"
"2629","4/20 13:0","5774350","12344","2396266","2706","5475374","4888","588531","2367","200524","123","195548","473","172621","310","78436","14","19864","6","87272","43"
"2630","4/20 14:0","5774596","14886","2416659","1103","5475651","6674","588541","2863","200530","145","195554","707","172636","326","78435","15","19864","12","87271","45"
"2631","4/20 15:0","5774837","14767","2416896","1511","5475902","5978","588536","3279","200533","152","195565","822","172648","331","78435","25","19865","6","87272","54"
"2632","4/20 16:0","5775138","14552","2417200","1715","5476207","6004","588551","3400","200535","183","195571","842","172652","310","78440","21","19866","24","87273","32"
"2633","4/20 17:0","5775483","16547","2417560","1883","5476576","6422","588549","3199","200544","202","195581","868","172677","254","78437","23","19866","21","87273","25"
"2634","4/20 18:0","5775807","18678","2417905","1828","5476919","6104","588562","3078","200552","373","195586","816","172695","341","78438","33","19865","15","87276","31"
"2635","4/20 19:0","5776093","20810","2418221","1993","5477243","6351","588581","3049","200557","528","195590","803","172702","484","78441","57","19865","14","87276","58"
"2636","4/20 20:0","5776415","20125","2418569","1907","5477594","6653","588593","3047","200567","550","195596","833","172714","512","78441","109","19864","19","87276","53"
"2637","4/20 21:0","5776752","20333","2418929","1908","5477951","7332","588627","3027","200579","624","195599","853","172719","451","78443","152","19864","17","87275","58"
"2638","4/20 22:0","5777066","19381","2419264","1851","5478281","8361","588651","3303","200617","669","195613","830","172735","433","78444","161","19866","23","87275","52"
"2639","4/20 23:0","5777395","20549","2419593","1740","5478604","9354","588688","3181","200640","647","195615","937","172753","437","78451","175","19866","22","87275","62"
"2640","4/21 0:0","5777780","21262","2419967","1484","5478992","10728","588708","3055","200655","557","195624","939","172766","468","78454","212","19866","14","87275","68"
"2641","4/21 1:0","5778103","23696","2420306","1441","5479335","10167","588742","3148","200678","578","195635","736","172777","465","78461","247","19866","16","87274","107"
"2642","4/21 2:0","5778433","28371","2420672","1318","5479697","12697","588766","3210","200704","457","195648","711","172784","490","78467","233","19867","21","87270","116"
"2643","4/21 3:0","5778746","28781","2421026","1357","5480040","16240","588796","4093","200723","398","195661","699","172805","482","78475","224","19870","23","87273","126"
"2644","4/21 4:0","5779126","23143","2421428","1290","5480446","12099","588832","4099","200740","298","195668","641","172824","487","78488","172","19869","18","87275","139"
"2645","4/21 5:0","5779414","18643","2421729","1086","5480754","9323","588870","3532","200745","236","195678","500","172843","349","78492","110","19869","17","87275","130"
"2646","4/21 6:0","5779684","15055","2422018","1200","5481053","7170","588902","3006","200753","162","195687","463","172853","338","78493","98","19869","14","87275","118"
"2647","4/21 7:0","5779863","12286","2422215","1409","5481249","6142","588934","2538","200766","116","195698","388","172858","250","78495","70","19870","15","87276","104"
"2648","4/21 8:0","5780033","10110","2422399","1476","5481428","5158","588959","2141","200766","98","195705","308","172865","230","78494","58","19872","8","87275","78"
"2649","4/21 9:0","5780191","7878","2422560","1517","5481585","4018","588966","1914","200769","113","195712","307","172870","209","78494","30","19872","6","87276","56"
"2650","4/21 10:0","5780324","7084","2422699","1474","5481720","3891","588984","1750","200773","106","195717","317","172882","218","78494","27","19872","9","87279","60"
"2651","4/21 11:0","5780476","8277","2422872","1518","5481887","4224","588995","2032","200779","96","195720","330","172887","214","78497","41","19872","9","87278","63"
"2652","4/21 12:0","5780651","9707","2423064","1977","5482062","4586","589002","2679","200778","100","195725","391","172892","276","78500","30","19872","11","87282","68"
"2653","4/21 13:0","5780818","12360","2423239","2444","5482261","5152","589012","3025","200783","123","195726","501","172899","230","78500","48","19872","12","87279","86"
"2654","4/21 14:0","5781133","13065","2423570","4766","5482595","5224","589034","3316","200787","129","195733","635","172907","259","78500","33","19872","15","87278","102"
"2655","4/21 15:0","5781427","18304","2423877","5062","5482911","9345","589037","3332","200792","153","195739","832","172919","245","78501","59","19873","8","87277","132"
"2656","4/21 16:0","5781783","18257","2424232","4621","5483268","12756","589037","3318","200797","277","195741","935","172927","214","78502","40","19873","13","87275","145"
"2657","4/21 17:0","5782156","18905","2424631","4084","5483677","10786","589046","3106","200800","199","195746","885","172934","205","78505","38","19873","25","87271","126"
"2658","4/21 18:0","5782517","19424","2425024","3212","5484060","9102","589076","3280","200808","160","195758","820","172947","231","78505","44","19873","23","87263","138"
"2659","4/21 19:0","5782874","26746","2425435","3181","5484458","8695","589095","3253","200817","164","195768","815","173039","430","78506","20","19876","23","87263","147"
"2660","4/21 20:0","5783251","34574","2425831","2947","5484837","8356","589124","3221","200816","160","195785","839","173356","712","78504","24","19876","24","87264","137"
"2661","4/21 21:0","5783621","36072","2426239","2943","5485216","9653","589164","3474","200819","174","195800","855","173635","572","78505","22","19879","31","87266","125"
"2662","4/21 22:0","5784005","30710","2426677","2698","5485646","10195","589198","3684","200828","141","195800","800","173891","541","78504","23","19882","22","87269","131"
"2663","4/21 23:0","5784412","30908","2427099","2510","5486079","12104","589220","3539","200842","114","195817","752","174099","535","78504","22","19881","23","87269","138"
"2664","4/22 0:0","5784722","27191","2427459","2482","5486433","13949","589256","3457","200850","118","195827","718","174264","542","78504","30","19882","26","87267","128"
"2665","4/22 1:0","5785125","26248","2427898","2439","5486866","14335","589280","3438","200854","106","195839","791","174385","519","78506","23","19884","20","87269","133"
"2666","4/22 2:0","5785495","29302","2428283","2182","5487251","13675","589301","3650","200867","111","195846","733","174490","498","78510","39","19884","22","87272","154"
"2667","4/22 3:0","5785931","24842","2428737","2113","5487699","11537","589334","4052","200875","78","195848","734","174544","457","78512","24","19888","29","87272","121"
"2668","4/22 4:0","5786270","24085","2429084","2289","5488065","9219","589343","4683","200879","88","195863","705","174599","413","78516","30","19891","25","87274","114"
"2669","4/22 5:0","5786610","22801","2429458","2203","5488422","8013","589377","4016","200879","63","195874","576","174634","315","78520","26","19894","12","87272","103"
"2671","4/22 7:0","5787076","14160","2429970","2163","5488921","6126","589414","2737","200882","61","195879","508","174702","204","78518","12","19899","16","87276","78"
"2672","4/22 8:0","5787297","11279","2430186","2022","5489149","5139","589440","1999","200887","52","195881","430","174749","245","78518","7","19902","5","87276","52"
"2673","4/22 9:0","5787500","9450","2430408","2070","5489360","4462","589453","1579","200887","42","195883","346","174848","274","78519","9","19903","6","87279","60"
"2674","4/22 10:0","5787749","8941","2430650","2070","5489612","4685","589465","1593","200891","54","195884","321","174947","300","78519","11","19904","13","87279","44"
"2675","4/22 11:0","5787919","11609","2430850","2292","5489812","6250","589475","2057","200896","52","195888","411","175028","310","78521","12","19904","10","87279","53"
"2676","4/22 12:0","5788131","14706","2431092","2465","5490041","6576","589478","2492","200898","110","195890","508","175124","386","78521","11","19905","13","87279","62"
"2677","4/22 13:0","5788381","20130","2431362","2672","5490301","7770","589497","2638","200900","166","195887","683","175271","442","78522","13","19905","10","87281","106"
"2678","4/22 14:0","5788653","18550","2431651","2905","5490593","6946","589510","2887","200904","211","195877","759","175431","538","78522","10","19906","15","87281","164"
"2679","4/22 15:0","5788966","21396","2431970","2946","5490911","7121","589517","2856","200905","288","195877","706","175614","576","78524","15","19907","31","87284","220"
"2680","4/22 16:0","5789386","23574","2432413","3377","5491341","9523","589523","2952","200908","273","195890","816","175806","623","78525","14","19908","29","87283","232"
"2681","4/22 17:0","5789746","29173","2432787","4387","5491726","12851","589542","2950","200921","250","195898","808","175976","607","78523","18","19911","21","87285","210"
"2682","4/22 18:0","5790133","28240","2433219","5326","5492160","13717","589585","2803","200943","217","195908","819","176155","556","78520","25","19909","20","87293","206"
"2683","4/22 19:0","5790563","26439","2433674","4649","5492619","17038","589602","2763","200949","219","195922","770","176314","567","78522","28","19910","25","87297","178"
"2684","4/22 20:0","5790943","35516","2434079","4112","5493032","14091","589631","2812","200955","156","195939","821","176474","602","78526","36","19912","25","87300","213"
"2685","4/22 21:0","5791341","30114","2434482","4091","5493445","12989","589657","3150","200969","149","195956","843","176663","689","78527","29","19909","19","87303","217"
"2686","4/22 22:0","5791734","28254","2434907","4137","5493869","13554","589696","3332","200982","135","195965","833","176841","499","78526","32","19911","29","87317","221"
"2688","4/23 0:0","5792489","25401","2435715","3611","5494672","10929","589751","3338","200994","149","195977","791","177177","467","78524","33","19913","14","87328","180"
"2689","4/23 1:0","5792863","27134","2436093","3857","5495073","11133","589788","3319","201004","128","195988","799","177310","521","78524","21","19913","20","87331","192"
"2690","4/23 2:0","5793267","26903","2436509","3696","5495517","12357","589831","3463","201021","141","195992","831","177435","505","78523","21","19914","23","87336","178"
"2691","4/23 3:0","5793652","24817","2436900","3105","5495910","11431","589854","3765","201032","154","195995","817","177560","508","78522","41","19914","20","87339","167"
"2692","4/23 4:0","5794034","21650","2437321","2983","5496321","8358","589881","3774","201046","242","196013","710","177673","537","78525","63","19914","20","87348","121"
"2693","4/23 5:0","5794360","17453","2437669","2522","5496667","7529","589901","3518","201047","198","196023","576","177767","439","78526","78","19915","25","87351","98"
"2694","4/23 6:0","5794642","15212","2437994","2025","5496975","6824","589936","3103","201050","195","196022","448","177836","342","78529","51","19913","13","87351","73"
"2695","4/23 7:0","5794850","13986","2438204","1656","5497202","6389","589957","2563","201056","133","196025","378","177901","263","78531","48","19914","15","87353","70"
"2696","4/23 8:0","5795038","10575","2438389","1324","5497394","5155","589982","1902","201060","111","196029","316","177959","241","78533","32","19914","11","87356","73"
"2697","4/23 9:0","5795204","8378","2438565","993","5497567","4326","589999","1566","201061","91","196039","254","178007","180","78535","38","19914","8","87356","59"
"2698","4/23 10:0","5795368","7706","2438742","1000","5497747","3980","590012","1606","201065","97","196045","266","178038","152","78535","30","19915","10","87357","49"
"2699","4/23 11:0","5795593","9431","2438980","1127","5497986","4445","590021","2031","201070","106","196049","298","178080","210","78535","33","19915","17","87356","56"
"2700","4/23 12:0","5795766","11896","2439176","1337","5498175","5594","590035","2522","201070","149","196064","433","178127","286","78535","41","19916","8","87357","98"
"2701","4/23 13:0","5796013","12305","2439446","1667","5498427","7297","590037","2702","201081","170","196062","528","178187","374","78537","59","19916","13","87362","80"
"2702","4/23 14:0","5796289","11316","2439735","2257","5498721","12234","590043","3052","201089","154","196069","621","178207","475","78539","55","19917","18","87363","76"
"2703","4/23 15:0","5796563","13265","2440018","2979","5499003","9988","590056","3213","201093","155","196077","586","178233","819","78540","65","19917","11","87366","114"
"2704","4/23 16:0","5796943","15317","2440406","5648","5499385","10910","590079","2870","201102","141","196088","619","178270","657","78545","59","19917","19","87369","98"
"2705","4/23 17:0","5797408","19596","2440881","6498","5499878","13042","590095","2882","201115","129","196097","646","178297","516","78547","53","19917","11","87369","122"
"2706","4/23 18:0","5797796","20258","2441294","6170","5500267","11005","590113","2812","201121","157","196104","650","178323","445","78549","36","19917","16","87371","116"
"2707","4/23 19:0","5798148","18955","2441662","5782","5500634","10062","590131","2721","201130","121","196111","706","178337","402","78553","41","19920","22","87374","124"
"2708","4/23 20:0","5798530","19857","2442053","5476","5501020","10426","590151","2935","201132","118","196117","744","178360","320","78553","37","19922","23","87373","135"
"2709","4/23 21:0","5798959","21892","2442467","5683","5501446","9868","590162","3307","201143","141","196117","741","178372","304","78552","39","19926","14","87371","130"
"2710","4/23 22:0","5799342","25599","2442873","5098","5501858","10671","590179","3590","201154","105","196132","679","178390","255","78553","39","19928","20","87372","109"
"2711","4/23 23:0","5799719","25980","2443254","4131","5502242","10341","590190","3405","201164","94","196137","690","178413","233","78554","31","19929","17","87375","122"
"2712","4/24 0:0","5800082","24067","2443626","3717","5502639","9746","590206","3262","201176","108","196144","757","178421","221","78553","28","19928","22","87376","130"
"2713","4/24 1:0","5800388","30736","2443943","3481","5502961","9930","590214","3125","201181","85","196152","786","178437","199","78557","30","19929","21","87377","136"
"2714","4/24 2:0","5800742","29124","2444288","3307","5503307","9373","590243","3315","201184","74","196166","873","178448","182","78559","19","19932","15","87374","113"
"2715","4/24 3:0","5801073","27064","2444633","3146","5503658","11286","590263","3782","201192","94","196175","968","178459","185","78559","28","19933","18","87377","128"
"2716","4/24 4:0","5801432","24312","2445004","2588","5504027","11444","590292","3801","201198","77","196183","852","178475","146","78562","23","19935","20","87377","98"
"2717","4/24 5:0","5801820","21270","2445416","2145","5504444","9754","590313","3341","201201","70","196194","768","178491","154","78562","20","19935","20","87377","76"
"2718","4/24 6:0","5802081","18802","2445683","1758","5504730","8592","590334","3004","201204","62","196201","624","178503","111","78565","18","19937","8","87378","64"
"2719","4/24 7:0","5802313","17033","2445926","1502","5504976","7322","590347","2416","201208","66","196205","558","178510","122","78566","11","19941","11","87378","40"
"2720","4/24 8:0","5802507","14130","2446142","1212","5505172","5134","590355","1895","201207","43","196205","455","178514","93","78567","11","19941","8","87378","38"
"2721","4/24 9:0","5802709","11548","2446355","1064","5505392","4091","590372","1480","201216","61","196207","415","178516","91","78567","9","19944","16","87377","34"
"2722","4/24 10:0","5802861","11123","2446517","1001","5505555","3876","590374","1565","201214","47","196210","346","178523","84","78568","9","19945","8","87377","38"
"2723","4/24 11:0","5803070","13580","2446742","1080","5505784","4423","590380","1966","201216","75","196213","403","178533","83","78569","8","19946","11","87379","36"
"2724","4/24 12:0","5803321","14840","2446996","1445","5506034","5319","590391","2511","201221","90","196215","502","178540","112","78572","13","19947","6","87382","45"
"2725","4/24 13:0","5803511","20695","2447192","1728","5506239","6051","590398","2652","201221","99","196214","521","178547","154","78572","12","19946","7","87381","67"
"2726","4/24 14:0","5803787","14102","2447479","2756","5506525","8063","590409","2837","201229","134","196223","667","178554","189","78574","17","19945","9","87383","68"
"2727","4/24 15:0","5804070","16600","2447761","2842","5506816","7589","590423","3234","201239","145","196233","839","178562","192","78576","24","19947","11","87383","81"
"2728","4/24 16:0","5804375","18932","2448061","2681","5507141","6981","590438","3150","201244","124","196240","885","178575","175","78574","14","19947","12","87383","87"
"2729","4/24 17:0","5804702","25834","2448411","2469","5507489","6533","590431","3062","201258","104","196249","870","178583","199","78574","26","19947","18","87382","80"
"2730","4/24 18:0","5805047","27415","2448764","2172","5507847","8360","590437","2913","201260","100","196256","899","178598","192","78574","21","19948","20","87384","88"
"2731","4/24 19:0","5805396","26318","2449125","1954","5508207","12855","590463","2900","201265","145","196263","911","178605","249","78574","20","19949","17","87386","81"
"2732","4/24 20:0","5805759","25615","2449510","1923","5508598","10131","590484","2896","201268","227","196269","921","178617","339","78578","25","19951","21","87390","68"
"2733","4/24 21:0","5806148","25045","2449895","1998","5509007","10134","590519","3518","201284","271","196279","981","178642","349","78575","17","19953","22","87395","56"
"2734","4/24 22:0","5806544","23324","2450298","1957","5509410","9338","590528","3956","201306","269","196285","906","178663","352","78576","25","19953","21","87393","70"
"2735","4/24 23:0","5806856","22507","2450626","1698","5509742","10002","590555","3431","201321","324","196296","733","178686","313","78575","19","19952","8","87392","48"
"2736","4/25 0:0","5807169","25713","2450961","1818","5510092","9036","590583","3176","201326","296","196304","803","178714","301","78582","29","19953","10","87394","59"
"2737","4/25 1:0","5807504","33591","2451305","2138","5510443","18362","590603","3209","201334","225","196306","736","178746","251","78588","40","19953","19","87394","74"
"2738","4/25 2:0","5807899","29022","2451696","2988","5510835","9344","590624","3462","201349","247","196317","774","178780","238","78590","48","19955","20","87394","63"
"2739","4/25 3:0","5808236","24470","2452032","2722","5511188","8097","590650","3945","201365","194","196323","692","178818","202","78595","48","19957","17","87394","61"
"2740","4/25 4:0","5808610","24033","2452429","2828","5511586","8253","590689","4207","201371","168","196334","588","178845","204","78599","48","19959","20","87393","45"
"2741","4/25 5:0","5809002","18312","2452814","2836","5512002","7942","590720","3791","201384","127","196341","489","178873","168","78602","45","19959","16","87395","49"
"2742","4/25 6:0","5809324","13878","2453148","2420","5512341","7616","590743","3606","201392","88","196349","421","178902","161","78603","27","19960","8","87396","47"
